species;length;weight
Sillaginopsis panijus;31.12;6.14
Sillaginopsis panijus;33.31;6.19
Sillaginopsis panijus;31.20;6.15
Sillaginopsis panijus;31.45;6.17
Sillaginopsis panijus;30.88;6.15
Sillaginopsis panijus;31.59;6.20
Sillaginopsis panijus;32.64;6.19
Sillaginopsis panijus;29.90;6.15
Sillaginopsis panijus;31.01;6.14
Sillaginopsis panijus;29.77;6.05
Sillaginopsis panijus;32.59;6.14
Sillaginopsis panijus;29.94;6.06
Sillaginopsis panijus;28.15;6.08
Sillaginopsis panijus;31.64;6.11
Sillaginopsis panijus;31.78;6.10
Sillaginopsis panijus;31.23;6.15
Sillaginopsis panijus;30.99;6.12
Sillaginopsis panijus;32.39;6.25
Sillaginopsis panijus;31.61;6.18
Sillaginopsis panijus;31.97;6.18
Sillaginopsis panijus;31.44;6.14
Sillaginopsis panijus;32.27;6.21
Sillaginopsis panijus;33.11;6.18
Sillaginopsis panijus;31.77;6.16
Sillaginopsis panijus;30.66;6.15
Sillaginopsis panijus;31.00;6.15
Sillaginopsis panijus;30.25;6.08
Sillaginopsis panijus;29.73;6.12
Sillaginopsis panijus;32.08;6.15
Sillaginopsis panijus;31.04;6.15
Sillaginopsis panijus;31.04;6.17
Sillaginopsis panijus;32.54;6.20
Sillaginopsis panijus;32.07;6.18
Sillaginopsis panijus;30.99;6.19
Sillaginopsis panijus;31.52;6.15
Sillaginopsis panijus;28.92;6.11
Sillaginopsis panijus;30.49;6.10
Sillaginopsis panijus;31.51;6.17
Sillaginopsis panijus;28.65;6.08
Sillaginopsis panijus;32.09;6.23
Sillaginopsis panijus;29.35;6.07
Sillaginopsis panijus;31.58;6.18
Sillaginopsis panijus;28.62;6.03
Sillaginopsis panijus;33.33;6.23
Sillaginopsis panijus;29.12;6.08
Sillaginopsis panijus;31.29;6.14
Sillaginopsis panijus;30.27;6.12
Sillaginopsis panijus;32.69;6.18
Sillaginopsis panijus;32.21;6.18
Sillaginopsis panijus;33.18;6.21
Sillaginopsis panijus;32.51;6.22
Sillaginopsis panijus;32.87;6.19
Sillaginopsis panijus;31.25;6.14
Sillaginopsis panijus;30.60;6.12
Sillaginopsis panijus;31.17;6.12
Sillaginopsis panijus;29.92;6.08
Sillaginopsis panijus;30.79;6.12
Sillaginopsis panijus;31.43;6.18
Sillaginopsis panijus;32.06;6.19
Sillaginopsis panijus;29.85;6.11
Sillaginopsis panijus;31.03;6.10
Sillaginopsis panijus;32.82;6.20
Sillaginopsis panijus;31.57;6.20
Sillaginopsis panijus;31.14;6.18
Sillaginopsis panijus;29.58;6.09
Sillaginopsis panijus;28.42;6.05
Sillaginopsis panijus;31.77;6.15
Sillaginopsis panijus;32.97;6.19
Sillaginopsis panijus;30.77;6.09
Sillaginopsis panijus;32.49;6.19
Sillaginopsis panijus;31.06;6.16
Sillaginopsis panijus;28.86;6.07
Sillaginopsis panijus;31.32;6.14
Sillaginopsis panijus;32.20;6.21
Sillaginopsis panijus;29.97;6.06
Sillaginopsis panijus;33.00;6.18
Sillaginopsis panijus;31.47;6.13
Sillaginopsis panijus;33.16;6.19
Sillaginopsis panijus;31.92;6.15
Sillaginopsis panijus;31.10;6.18
Sillaginopsis panijus;29.00;6.07
Sillaginopsis panijus;32.55;6.19
Sillaginopsis panijus;31.36;6.18
Sillaginopsis panijus;31.59;6.18
Sillaginopsis panijus;28.17;6.05
Sillaginopsis panijus;31.30;6.12
Sillaginopsis panijus;30.99;6.11
Sillaginopsis panijus;30.36;6.14
Sillaginopsis panijus;33.36;6.29
Sillaginopsis panijus;28.83;6.06
Sillaginopsis panijus;31.51;6.16
Sillaginopsis panijus;29.95;6.10
Sillaginopsis panijus;31.81;6.20
Sillaginopsis panijus;31.89;6.12
Sillaginopsis panijus;32.73;6.17
Sillaginopsis panijus;30.07;6.17
Sillaginopsis panijus;30.10;6.13
Sillaginopsis panijus;29.54;6.11
Sillaginopsis panijus;31.07;6.15
Sillaginopsis panijus;29.91;6.08
Sillaginopsis panijus;32.28;6.22
Sillaginopsis panijus;31.44;6.14
Sillaginopsis panijus;29.79;6.06
Sillaginopsis panijus;30.61;6.11
Sillaginopsis panijus;31.77;6.18
Sillaginopsis panijus;32.38;6.16
Sillaginopsis panijus;28.68;6.05
Sillaginopsis panijus;33.14;6.21
Sillaginopsis panijus;31.17;6.17
Sillaginopsis panijus;32.03;6.19
Sillaginopsis panijus;32.40;6.26
Sillaginopsis panijus;30.03;6.08
Sillaginopsis panijus;29.17;6.05
Sillaginopsis panijus;32.10;6.21
Sillaginopsis panijus;31.34;6.17
Sillaginopsis panijus;27.99;6.05
Sillaginopsis panijus;31.33;6.17
Sillaginopsis panijus;30.39;6.09
Sillaginopsis panijus;32.24;6.14
Sillaginopsis panijus;32.37;6.23
Sillaginopsis panijus;30.44;6.10
Sillaginopsis panijus;29.96;6.12
Sillaginopsis panijus;28.86;6.09
Sillaginopsis panijus;30.61;6.12
Sillaginopsis panijus;32.60;6.20
Sillaginopsis panijus;31.74;6.15
Sillaginopsis panijus;29.63;6.06
Sillaginopsis panijus;31.96;6.19
Sillaginopsis panijus;31.33;6.15
Sillaginopsis panijus;32.32;6.19
Sillaginopsis panijus;31.43;6.13
Sillaginopsis panijus;29.44;6.07
Sillaginopsis panijus;32.35;6.18
Sillaginopsis panijus;29.66;6.08
Sillaginopsis panijus;30.89;6.18
Sillaginopsis panijus;31.50;6.14
Sillaginopsis panijus;29.92;6.13
Sillaginopsis panijus;32.83;6.20
Sillaginopsis panijus;29.48;6.11
Sillaginopsis panijus;31.22;6.15
Sillaginopsis panijus;31.73;6.16
Sillaginopsis panijus;29.28;6.10
Sillaginopsis panijus;30.84;6.14
Sillaginopsis panijus;31.46;6.14
Sillaginopsis panijus;32.27;6.20
Sillaginopsis panijus;30.56;6.11
Sillaginopsis panijus;30.61;6.08
Sillaginopsis panijus;30.56;6.12
Sillaginopsis panijus;29.66;6.11
Sillaginopsis panijus;32.81;6.25
Sillaginopsis panijus;29.78;6.11
Sillaginopsis panijus;31.62;6.14
